gameid	time	trialNum	strokeNum	targetName	svg
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069608941	1	1	inlay	M68,29.85938c0,9.26267 -2.99587,112.00413 -1,114c1.11231,1.11231 4.25651,-0.62825 5,-1c1.36672,-0.68336 95.86956,-3.56522 103,0c2.10113,1.05056 -0.01943,1.98057 1,3c0.33333,0.33333 1,0.5286 1,1c0,30.26989 5,60.58626 5,89
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069610473	1	2	inlay	M69,137.85938c0,1.33333 0,2.66667 0,4c0,0.66667 0,1.33333 0,2c0,24.66667 0,49.33333 0,74c0,1.74825 0.78914,7 -1,7
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069612500	1	3	inlay	M68,140.85938c-3.96211,0 -1.20078,6.60235 -2,9c-5.67157,17.01472 -3,49.48461 -3,68
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069615645	1	4	inlay	M166,140.85938c-1.17169,-1.17169 -2,5.71516 -2,8c0,6.97286 -2,12.60821 -2,20c0,17.97709 -3.73642,41.39537 6,56c0.41345,0.62017 1,1.25464 1,2c0,0.33333 0,0.66667 0,1
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069620085	1	5	inlay	M66,32.85938c11.91648,-11.91648 7.75261,36 2,36
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069649263	2	1	chihuahua	M71,111.85938c0,6.61804 21,8.62801 21,15c0,0.26281 -7.06224,3.12448 -8,5c-1.86195,3.7239 -4.26801,17.46398 -2,22c9.41647,18.83294 36.85372,8.14628 46,-1c1.33254,-1.33254 0,-11.86316 0,-14c0,-5.42284 -0.71089,-8.71089 -4,-12c-4.67512,-4.67512 -53.92379,4.30793 -35,-2
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069650714	2	2	chihuahua	M129,129.85938c0,-7.52894 27.79024,-7.79024 32,-12
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069652530	2	3	chihuahua	M131,154.85938c0,-5.93427 21.36458,-4.16106 25,-5c20.50848,-4.73273 42.62984,-1.90746 59,-6c8.78981,-2.19745 17.92895,-6 27,-6
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069655087	2	4	chihuahua	M207,148.85938c0.31486,0.31486 12,60.46363 12,65c0,0.98943 0,11 0,11c0,0 -1.43235,-3.29706 -2,-5
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069657158	2	5	chihuahua	M216,187.85938c0,3.12477 -1.50299,1.33533 -4,3c-3.9301,2.62007 -78.84295,6.15705 -81,4c-8.34393,-8.34393 7,-34.37485 7,-40
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069658160	2	6	chihuahua	M130,192.85938c0.94281,0.94281 0.32338,2.70648 0,4c-3.82029,15.28115 -11.88634,32.54536 -16,49c-0.08085,0.32338 0.14907,0.70186 0,1c-0.06233,0.12465 -1,3 -1,3c0,0 1.1731,-2.75965 2,-4
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069658821	2	7	chihuahua	M146,199.85938c0,11.90542 -11,24.76572 -11,36
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069660102	2	8	chihuahua	M205,194.85938c0,5.38311 -2.34643,29.34643 -6,33
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069685744	3	1	brown	M111,127.85938c0,-1.30976 3.43675,-2 5,-2c17.19898,0 33.63222,5.21074 51,11c31.98867,10.66289 59.72138,12.72138 82,35c2.50343,2.50343 14,6.25425 14,10c0,1.05405 -19.19597,1.09798 -21,2c-14.60707,7.30354 -41.70247,5 -58,5c-3.3187,0 -11.9084,-1.5458 -15,0c-15.69815,7.84907 -89.79594,7 -113,7c-8.64462,0 -30.21661,2.78339 -35,-2c-2.60445,-2.60445 13.02465,-22.51233 16,-24c9.47259,-4.7363 24.78685,0.60658 34,-4c20.17778,-10.08889 41,-18.34052 41,-45
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069690439	3	2	brown	M110,129.85938c0,6.79085 51.46854,14.09371 61,16c6.19869,1.23974 14.17341,5 20,5c2.66667,0 5.33333,0 8,0c1.33333,0 4.94281,0.94281 4,0c-1.59628,-1.59628 -4.11017,-1 -6,-1c-30.40072,0 -33.57175,-8.85725 -55,-16c-4.24263,-1.41421 -13.58379,-6 -17,-6c-2.66667,0 -5.33333,0 -8,0c-1,0 -4,0 -3,0c23.39783,0 47.4515,6.81717 69,14c0.11913,0.03971 9,2.65138 9,3c0,3 -6,0 -9,0c-19.97405,0 -32.31166,-5.32792 -51,-10c-1.74146,-0.43536 -3.29706,-1.43235 -5,-2c-1.62623,-0.54208 -3.5286,-1.01906 -5,-2c-0.47183,-0.31456 -7,-2 -7,-2c0,0 8.05088,0.28198 12,1c19.49756,3.54501 37.97629,1.31753 54,12c1.1094,0.7396 -2.80743,0.59628 -4,0c-2.32111,-1.16056 -8.16209,-2.05403 -11,-3c-6.4026,-2.1342 -25.62458,0.37542 -30,-4
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069691578	3	3	brown	M91,159.85938c18.4405,0 89.2496,5.8752 101,0c7.0658,-3.5329 17.80673,-5 26,-5
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069692538	3	4	brown	M132,135.85938c4.8913,4.8913 2,20.96513 2,28
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069694877	3	5	brown	M57,202.85938c-4.94791,-4.94791 22.33721,-42.49418 36,-22c8.78084,13.17126 -23.02086,34.95827 -31,19c-0.99789,-1.99577 -1.92089,-5.07911 0,-7
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069697620	3	6	brown	M230,196.85938c2.82049,0 -1.16206,-10.61265 3,-12c42.76194,-14.25398 -9,47.87337 -9,9
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069715399	4	1	bluesedan	M75,157.85938c9.22647,-9.22647 15.61733,-23.30867 29,-30c17.0567,-8.52835 89.13094,-1.62302 109,5c10.42391,3.47464 8.67764,29.55921 16,32c14.59501,4.865 50.26373,1.94509 44,27c-1.39469,5.57877 -5.20644,17.60322 -10,20c-10.62003,5.31002 -37.28225,-0.85645 -48,-3c-22.71125,-4.54225 -84.87685,-3 -112,-3c-13.96568,0 -41.21621,4.39189 -54,-2c-9.16617,-4.58309 -11.04871,-12.09743 -15,-20c-14.22266,-28.44531 34.18761,-24 47,-24
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069716266	4	2	bluesedan	M88,158.85938c49.57819,0 99.91392,3 149,3
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069717106	4	3	bluesedan	M113,195.85938c0,-3.36809 -18.22062,-3.55877 -20,0c-7.31633,14.63267 31.34066,21.31869 36,12c9.85411,-19.70821 -11.04538,-17 -21,-17
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069717884	4	4	bluesedan	M226,200.85938c0,-10.91895 -45.4387,-3.91826 -35,10c3.14765,4.19687 9.58523,3.59866 14,4c25.00465,2.27315 13.68278,-18.82931 -3,-23
6414-02aa0953-915c-4335-b0d5-324dc4347a6b	1493069718824	4	5	bluesedan	M149,119.85938c2.116,0 2,1.13036 2,3c0,12.33333 0,24.66667 0,37
